contigName	contigLen	totalAvgDepth	scaffolds.fasta/DRR310871_R1.fastq.gz.bam	scaffolds.fasta/DRR310871_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310872_R1.fastq.gz.bam	scaffolds.fasta/DRR310872_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310873_R1.fastq.gz.bam	scaffolds.fasta/DRR310873_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310874_R1.fastq.gz.bam	scaffolds.fasta/DRR310874_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310875_R1.fastq.gz.bam	scaffolds.fasta/DRR310875_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310876_R1.fastq.gz.bam	scaffolds.fasta/DRR310876_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310877_R1.fastq.gz.bam	scaffolds.fasta/DRR310877_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310878_R1.fastq.gz.bam	scaffolds.fasta/DRR310878_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310879_R1.fastq.gz.bam	scaffolds.fasta/DRR310879_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310880_R1.fastq.gz.bam	scaffolds.fasta/DRR310880_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310881_R1.fastq.gz.bam	scaffolds.fasta/DRR310881_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310882_R1.fastq.gz.bam	scaffolds.fasta/DRR310882_R1.fastq.gz.bam-var
NODE_333_length_7397_cov_17.752656	7397	5.4817	34.7727	160.256	0.4367	1.116	6.9736	24.9028	0.7701	2.9698	5.2694	836.1576	3.4661	10.6717	3.1566	13.7835	0.3577	4.2389	2.7846	8.3763	1.0342	10.0596	1.562	17.6759	5.1961	27.9482
NODE_334_length_7391_cov_14.373637	7391	4.3696	35.3886	929.4188	0.3008	0.9554	3.2832	22.0544	0.619	2.2914	1.7912	8.0125	2.0522	5.9119	1.7565	7.1605	0.6909	62.9219	1.8957	7.2597	0.6795	2.9849	1.5448	20.0665	2.4327	8.5585
NODE_335_length_7361_cov_14.593485	7361	6.3334	36.3423	195.4714	0.3678	1.1233	7.8465	25.9122	0.7225	3.8998	7.45	33.5055	5.5379	12.26	4.8321	21.3531	0.3038	2.3292	3.8648	17.2029	1.147	18.372	1.9927	39.1721	5.5931	23.883
NODE_336_length_7353_cov_6.703069	7353	6.5572	12.6718	15.3655	3.133	9.7582	5.8869	24.0965	0.3876	1.1541	4.6989	21.1583	7.4572	47.5837	9.5019	63.2636	7.6728	45.9875	13.4282	93.8089	11.7376	75.6143	0.2074	1.2677	1.9034	6.5786
NODE_337_length_7349_cov_4.306142	7349	9.1216	9.5209	17.61	3.3102	25.4035	15.0103	50.3897	2.5417	75.0002	2.6236	29.9383	5.386	42.1812	17.2716	80.7027	7.9631	257.1448	22.8779	105.3151	19.3392	75.6868	1.5602	18.0644	2.0543	19.1909
NODE_338_length_7348_cov_17.666118	7348	5.5616	39.6324	208.5802	0.6525	3.38	7.0121	18.2909	0.9539	4.7012	5.5891	49.6213	2.2465	13.4179	2.3784	14.5573	0.6203	7.3063	2.6763	10.3209	0.7942	4.9024	1.8005	29.5625	2.3826	27.7463
NODE_339_length_7343_cov_5.975302	7343	12.0269	16.8293	51.0543	3.897	9.856	14.186	76.0969	5.2343	13.0768	22.8936	120.085	18.2893	63.8255	17.8789	60.2494	2.8746	7.8149	18.7314	52.479	10.416	29.0097	4.468	11.2724	8.6241	26.4279
NODE_340_length_7305_cov_7.534759	7305	5.2463	13.5604	22.3783	1.6962	7.5772	4.736	36.763	0.5902	5.4303	4.7117	33.2262	6.7413	54.4054	5.7223	50.37	7.2261	85.6313	8.4226	73.1688	7.5843	71.5907	0.75	11.7145	1.2145	6.726
NODE_341_length_7289_cov_18.455764	7289	6.1918	40.653	284.4564	0.4665	1.3711	6.617	19.4793	0.9301	5.1667	2.8683	12.1474	6.1706	13.0995	3.8704	15.5698	0.441	3.8784	2.1646	10.0495	0.9808	7.3895	2.0234	23.7536	7.1161	25.7723
NODE_342_length_7278_cov_5.253219	7278	9.4321	13.9188	43.2075	5.4457	10.7407	10.0238	51.9778	2.3064	8.4104	16.3726	118.7855	14.155	98.0421	15.1369	86.2203	2.8244	12.4529	14.4423	71.9316	6.8875	25.0492	3.1066	10.1054	8.5657	53.6567
NODE_343_length_7255_cov_6.681250	7255	2.0653	11.8138	16.642	0.9112	8.019	0.3749	2.9965	0.4091	3.1694	0.4426	1.6485	1.1213	8.6643	0.6733	2.8346	3.959	31.1263	3.0994	18.203	1.4322	7.7522	0.2614	1.697	0.2849	1.3969
NODE_344_length_7245_cov_6.894993	7245	2.4759	13.334	18.8253	0.4163	1.221	1.0674	8.0569	0.4461	1.4002	9.9195	36.6365	0.7588	2.6631	0.6854	3.9907	0.2452	2.7639	0.5321	2.536	0.4485	2.2674	0.9649	10.0172	0.892	5.0101
NODE_345_length_7239_cov_11.601058	7239	4.6528	29.7224	131.1627	0.401	0.9634	7.3205	23.9813	0.9113	5.3295	2.5683	23.6424	2.9135	10.3643	2.5092	15.7449	0.5833	10.8574	1.5616	9.4861	1.0322	10.3218	2.0038	31.4118	4.307	31.8392
NODE_346_length_7212_cov_12.006567	7212	3.1641	28.5072	101.2113	0.3547	1.9462	0.2376	2.0135	0.6696	4.1796	1.1161	31.4067	0.8103	4.7392	0.9584	9.1205	0.5559	4.9029	0.934	8.6058	1.059	14.5139	1.6335	21.583	1.1324	10.1891
NODE_347_length_7206_cov_18.486925	7206	4.8969	34.7603	127.8662	0.372	1.5476	8.5755	19.573	0.6454	2.8239	4.3927	35.3643	1.3411	5.7655	1.7914	10.8135	0.3827	9.6888	1.692	7.2431	0.8043	4.9625	1.7299	34.0699	2.2758	11.1494
NODE_348_length_7184_cov_6.608500	7184	3.7566	12.4437	20.1601	0.3665	1.2292	10.4936	154.1744	0.3922	1.2588	12.5961	345.9749	0.534	2.699	0.763	4.1931	0.3688	3.7468	0.4706	2.4531	0.7641	4.3586	1.2637	17.6883	4.6228	338.9735
NODE_349_length_7168_cov_4.903276	7168	4.8114	11.0785	25.3265	2.2411	8.9189	3.9635	24.3655	1.6351	7.0236	5.7458	61.3944	6.3423	35.738	7.9441	50.3115	1.1888	9.918	10.8371	52.811	2.8849	12.6152	1.1156	6.3947	2.7598	16.0942
NODE_350_length_7146_cov_15.533493	7146	5.1436	33.5883	246.2197	0.5017	1.8526	5.0808	237.3303	0.791	3.9866	2.6111	22.6331	4.3526	18.4879	3.3558	17.3074	0.4843	3.7775	2.0567	8.487	1.0586	8.255	2.0219	21.5005	5.8202	44.5083
NODE_351_length_7144_cov_13.266469	7144	4.2644	30.5503	167.8054	0.4521	1.6983	0.9131	12.0067	0.9441	3.4759	3.3619	14.0073	2.4062	8.4085	3.364	10.4232	0.3394	4.0472	1.4853	7.2846	0.8679	5.5166	1.9397	21.6091	4.5488	25.8175
NODE_352_length_7134_cov_17.118096	7134	4.8243	32.9317	138.7473	0.5345	2.1715	5.4825	12.4442	0.9422	4.568	3.0742	18.1417	3.495	12.6003	2.552	8.111	0.3968	4.8666	1.749	7.3105	0.9545	8.4072	1.9901	23.162	3.7892	19.7127
NODE_353_length_7126_cov_5.793523	7126	13.585	12.1864	14.0553	1.4966	8.1746	36.3462	107.1361	0.3571	1.1581	6.9398	50.9922	34.7755	94.5093	17.7712	41.8662	20.7037	68.4844	27.8253	75.4033	4.0903	13.4746	0.1386	0.3319	0.3896	0.805
NODE_354_length_7121_cov_20.001415	7121	6.303	40.6569	183.3471	0.4223	1.533	8.4338	20.4241	0.7758	3.2996	6.181	35.2559	3.8565	11.4509	2.7249	9.602	0.5976	6.4046	2.9872	12.9317	1.1414	8.1797	2.27	56.9435	5.5886	33.7403
NODE_355_length_7110_cov_7.046350	7110	5.6776	14.1539	33.9063	1.3874	5.8496	7.3109	34.1982	0.3072	0.8954	4.2401	25.2964	4.9698	22.5819	6.7007	51.6473	9.2412	111.0705	11.0489	62.4411	7.3514	60.1593	0.3282	7.7052	1.0921	2.146
NODE_356_length_7104_cov_6.588878	7104	11.9182	17.8562	41.398	5.0022	10.7253	13.0565	50.6565	4.5656	7.5959	18.9692	69.7945	20.1288	85.1343	17.5828	65.306	2.4537	6.2039	18.6199	59.8491	10.4845	26.2702	4.61	19.2594	9.6895	33.8327
NODE_357_length_7059_cov_6.446316	7059	20.0459	15.0303	49.1402	3.6099	22.1693	36.4963	479.622	30.1912	526.0218	12.1557	63.9928	31.2979	283.2341	28.2681	172.9533	17.1446	450.6894	28.3571	168.4453	15.2249	44.7702	3.5752	11.6972	19.1996	144.5576
NODE_358_length_7038_cov_6.593441	7038	3.5168	15.5248	61.3062	0.6402	3.5261	0.5714	4.1433	1.1687	5.4137	0.7435	9.9744	5.9042	14.4906	4.0457	18.7546	0.6073	10.641	2.5315	9.7118	1.1806	11.4165	2.4929	40.331	6.7909	25.9464
NODE_359_length_7034_cov_16.957300	7034	5.8089	38.1742	211.9722	0.3027	1.2267	6.7426	26.1386	0.7852	3.6468	5.1855	27.3919	4.3973	18.1503	2.8749	14.8768	0.7448	8.0599	2.6884	15.4579	1.0578	10.0763	1.9615	30.1945	4.7914	29.6976
NODE_360_length_7030_cov_10.489606	7030	3.6512	26.9477	143.5228	0.5054	2.3805	6.1878	15.4423	0.8235	2.9216	0.2651	1.7742	1.323	5.5945	1.0828	5.3704	0.3856	3.5191	1.8119	12.8714	1.232	7.8366	1.774	20.8492	1.4756	6.7332
NODE_361_length_7015_cov_6.382040	7015	14.0769	17.6051	26.0484	5.4159	18.002	16.4052	45.5149	8.0629	26.1286	25.4673	61.6202	22.0899	49.7062	21.9819	55.442	3.3816	14.8065	19.836	61.0424	10.3324	17.3936	6.2243	11.8649	12.1208	33.5715
NODE_362_length_6998_cov_6.706467	6998	2.0505	13.7133	35.8493	0.3855	1.0779	1.0805	24.0845	0.6079	4.2063	0.7758	13.2351	0.6459	3.8163	0.5609	3.623	1.952	165.7934	0.7541	3.9728	0.6168	7.21	1.192	12.5337	2.321	15.4352
NODE_363_length_6980_cov_10.797690	6980	3.152	26.8782	150.0224	0.5982	2.7227	0.5555	6.5571	0.9474	4.2598	0.7419	41.4807	1.1259	3.6951	1.3473	5.2764	0.3776	4.8978	1.0253	4.2994	1.0877	8.6016	2.0133	23.2171	1.1259	5.1638
NODE_364_length_6976_cov_8.133651	6976	5.4043	15.4938	42.9958	47.5419	1533.651	0.2581	3.6204	0.2438	1.0834	0.1069	1.098	0.1992	1.2907	0.1131	0.3893	0.0255	0.0363	0.1907	0.4682	0.0952	0.1372	0.2597	2.4291	0.3238	2.2061
NODE_365_length_6966_cov_16.454927	6966	5.1354	33.7503	168.4137	0.4233	0.9743	7.7026	29.5352	0.6325	2.778	4.8901	15.4049	2.9035	13.3926	2.4246	13.1048	0.3433	3.6479	1.6869	6.3428	0.844	5.9685	2.0305	30.1209	3.993	28.1311
NODE_366_length_6959_cov_4.681634	6959	9.9041	13.4708	17.0717	0.6721	2.9123	2.5775	5.6309	5.9	14.7196	22.5955	66.2104	15.0372	18.3777	14.4064	32.54	2.1987	7.9789	15.2845	32.0837	11.1146	24.4728	5.3949	22.2137	10.1971	23.0493
NODE_367_length_6951_cov_4.862239	6951	14.2241	10.869	19.7497	0.9024	3.6237	40.9243	133.4606	0.5048	1.8256	11.7799	48.5655	33.6914	160.0685	17.1601	43.5824	21.441	72.1389	25.0015	78.5829	7.6095	20.0566	0.2869	2.7731	0.5185	1.6194
NODE_368_length_6941_cov_16.807290	6941	6.7217	40.1882	251.4376	0.2991	1.0338	7.9314	27.2999	0.7778	6.2244	0.3723	4.0019	7.556	36.3538	5.8848	34.0348	0.3705	6.9558	2.8579	15.3529	0.8124	8.0193	2.0888	56.0317	11.521	84.32
NODE_369_length_6936_cov_5.809039	6936	14.2969	11.6354	23.2991	1.6457	10.9861	38.9075	115.7854	0.394	1.19	9.5595	55.873	36.0877	103.3932	16.7978	29.1912	22.7829	91.3679	26.4699	85.4627	6.3143	9.7327	0.2968	3.6952	0.6708	2.6035
NODE_370_length_6928_cov_19.606576	6928	263.1851	31.7558	76.6181	0.3331	1.346	2994.5696	8625484	0.5134	1.5658	33.0009	1187.5736	0.5201	2.2948	8.9551	19.7994	5.5354	118.891	0.959	4.4926	11.483	25.5719	32.4503	443.6293	38.1453	1086.437
NODE_371_length_6905_cov_7.040876	6905	7.166	13.287	24.7907	3.9864	12.16	7.8351	33.112	0.216	0.6882	5.6644	27.9328	9.9788	22.4439	8.4004	50.3301	7.6958	33.0148	13.6255	71.7137	11.9124	32.8851	0.2178	0.9811	3.1725	8.4848
NODE_372_length_6896_cov_6.254933	6896	8.622	14.9726	53.9585	0.535	1.9636	8.7902	52.8952	3.6921	9.8256	14.1064	141.4404	13.9643	58.3547	14.3804	94.2031	1.4724	5.0436	12.6048	45.5461	7.1307	36.0013	3.3642	11.0764	8.4514	46.5925
NODE_373_length_6865_cov_4.084875	6865	10.5109	8.249	10.8686	0.9646	2.162	24.3422	49.2517	0.0928	0.2686	10.9829	31.9263	5.5401	8.7885	0.2231	0.5868	56.0211	616.697	8.5832	16.0138	10.6211	41.913	0.2707	2.6309	0.2399	3.7647
NODE_374_length_6863_cov_3.627203	6863	10.5588	7.7623	8.7373	0.6627	1.1574	20.1256	96.729	0.2395	0.8857	7.4719	38.2764	5.8375	5.2109	0.1567	0.8133	64.3599	719.3719	9.418	13.7073	10.1606	44.5261	0.3201	1.1834	0.1907	0.5807
NODE_375_length_6833_cov_16.265270	6833	5.4944	35.2135	162.8219	0.7328	2.7188	7.3126	28.2038	0.8792	5.2142	4.3153	24.9229	3.925	15.3214	2.9059	10.592	0.3389	2.5605	2.9063	13.7033	0.8393	5.6949	1.671	25.0104	4.8927	21.5289
NODE_376_length_6833_cov_7.583801	6833	1.9452	15.587	23.3014	0.2343	1.271	4.5312	11.3879	0.3024	1.0577	0.321	2.3961	0.3718	2.0513	0.1962	1.1811	0.1743	4.1595	0.3873	2.5905	0.4118	2.2324	0.4495	5.636	0.3751	1.2204
NODE_377_length_6831_cov_16.509888	6831	5.8884	38.4847	174.5106	0.5436	1.7957	5.4749	21.2461	1.0741	9.403	4.84	27.5135	4.4294	12.8483	3.9683	12.6062	0.2063	1.1838	2.6542	9.6798	1.1678	7.9618	2.0401	27.9993	5.7777	31.9016
NODE_378_length_6780_cov_4.257100	6780	12.7866	8.5425	14.2911	1.8116	121.8491	23.1608	36.0155	0.3317	4.6556	12.381	59.3311	6.675	10.6195	0.3166	2.5839	73.5843	149.4286	9.7505	24.5753	15.908	40.922	0.3078	6.4032	0.6697	11.5156
NODE_379_length_6778_cov_16.696415	6778	5.8614	37.191	249.9261	0.6405	4.552	7.0011	14.7661	0.9046	6.0223	5.3294	30.0592	3.339	14.0735	3.6804	16.2467	0.689	8.361	2.0982	9.1388	0.8408	5.0139	2.1052	33.1353	6.5175	42.9873
NODE_380_length_6757_cov_20.102059	6757	5.8981	43.5095	288.7867	0.3362	1.0249	7.4712	18.8911	0.6283	2.0801	5.773	38.3399	2.5237	9.2359	2.4819	10.2618	0.272	2.8859	1.9396	6.2429	0.7833	5.1898	1.8612	20.4816	3.1978	17.2562
NODE_381_length_6757_cov_13.906893	6757	5.9859	37.7807	192.3886	0.7669	4.6865	4.2444	10.9825	1.2367	5.7114	5.9102	91.8468	4.6654	15.7546	4.2606	17.3459	1.5697	169.5821	2.6805	9.6825	1.537	9.6247	2.5319	35.2187	4.6466	18.5255
NODE_382_length_6691_cov_6.935051	6691	5.3632	12.4996	12.3965	2.276	11.15	7.301	42.6789	0.3012	1.1704	2.8893	11.8948	4.1651	31.0287	4.2371	19.5421	10.4664	22.8358	10.59	98.2306	7.6364	40.0748	0.218	0.8644	1.7788	6.6124
NODE_383_length_6674_cov_8.920683	6674	3.6947	26.8259	138.0712	0.4483	1.4855	5.7078	20.5462	1.0704	4.2316	0.8484	20.6747	1.0507	5.0866	1.3901	8.3079	0.4606	4.3064	1.3777	7.8175	1.1349	6.7759	2.6153	45.2341	1.4059	8.564
NODE_384_length_6664_cov_4.915872	6664	12.6713	8.4972	9.9368	0.4185	0.7126	27.0388	52.8406	0.2366	0.8384	8.1851	42.4454	6.1243	8.9792	0.2192	1.098	84.946	256.8763	8.8394	10.0378	7.0755	48.0889	0.2312	1.7909	0.2442	1.0435
NODE_385_length_6652_cov_4.751402	6652	6.9832	12.3731	29.7242	2.5626	11.5776	8.5058	44.7062	1.654	7.3757	11.0855	93.9438	7.5323	32.4093	10.5449	40.444	2.2696	9.8942	10.8599	60.638	5.6816	19.507	4.7773	16.0399	5.9514	17.1891
NODE_386_length_6640_cov_7.287472	6640	4.1417	13.8515	15.7428	1.8878	10.0361	3.5669	23.0824	0.2142	0.6023	1.6963	5.2249	5.1197	31.1521	4.4582	15.0663	4.27	32.0526	7.0615	50.5416	6.6279	34.6562	0.1917	0.6385	0.7542	2.0677
NODE_387_length_6638_cov_16.431414	6638	4.9492	34.6567	201.9714	0.5963	1.8322	4.9351	20.607	0.8101	3.8159	2.7397	16.5758	2.7372	10.0741	2.103	10.688	0.7068	71.7315	2.6011	9.8242	1.2306	8.5822	2.5145	57.4707	3.7594	17.9931
NODE_388_length_6632_cov_6.207541	6632	10.1755	15.2498	42.2751	3.2353	9.4365	9.3832	58.9409	6.3837	21.5838	19.9727	190.0963	15.6012	98.0188	13.7856	74.695	2.6052	9.1672	15.7476	61.3438	7.7272	27.7087	4.3812	14.9571	8.0332	24.9498
NODE_389_length_6626_cov_15.596256	6626	4.7519	36.4444	191.5566	0.388	0.8448	8.5567	16.8806	0.6468	4.1809	2.2769	19.2872	1.7305	6.3071	1.176	5.1387	0.1811	2.7318	1.364	6.2362	0.7125	4.1351	0.9696	9.0676	2.5757	18.7583
NODE_390_length_6620_cov_8.437624	6620	1.6121	16.6706	40.646	0.256	0.9421	0.0505	0.1123	0.2297	0.7301	0.0924	0.3371	0.1978	0.5099	0.3646	2.795	0.2062	1.9739	0.2974	1.6846	0.3649	2.5391	0.2532	3.4344	0.3621	2.3649
NODE_391_length_6616_cov_5.884621	6616	13.4322	12.7174	20.7265	0.4927	1.5759	39.249	83.2611	0.3789	1.7865	6.3268	37.1122	35.3729	88.6811	17.7382	25.5433	16.8129	41.0279	26.824	50.9454	4.7335	15.4137	0.1876	1.139	0.3529	0.7608
NODE_392_length_6611_cov_8.602196	6611	12.5072	17.5858	29.5684	3.9437	6.1185	11.8579	41.1393	6.0915	16.5472	21.5977	73.9355	19.9389	58.0686	17.697	70.1475	3.1611	7.2745	21.431	72.393	11.2803	22.886	4.8773	17.0015	10.6242	29.2151
NODE_393_length_6598_cov_5.860767	6598	6.4145	14.0771	42.5086	3.0034	14.2727	4.7201	60.0369	2.341	9.7694	13.294	2334.426	8.3863	50.641	7.8907	35.6584	1.054	17.7976	13.1714	38.192	3.4783	15.6437	1.5022	7.3141	4.0551	23.8985
NODE_394_length_6579_cov_6.852085	6579	4.7711	13.086	21.6686	1.9344	14.2471	3.5268	22.9074	0.3411	0.9429	3.4601	23.2111	5.4091	54.1382	5.9244	48.4028	4.3592	28.0186	10.5404	59.3439	6.9706	70.8643	0.5108	5.4515	1.1901	4.4477
NODE_395_length_6572_cov_20.079791	6572	6.2617	43.8896	234.991	0.538	4.2732	10.5367	23.1563	0.7102	3.8059	5.9142	20.7235	1.9743	6.7617	1.8228	12.5009	0.3245	2.683	2.3131	15.918	1.0498	14.6432	2.0704	50.4841	3.997	28.5365
NODE_396_length_6563_cov_6.658113	6563	10.8222	15.8834	28.7147	2.2933	4.7201	9.8162	45.4224	6.1706	14.1297	22.4768	101.6494	18.7142	80.5716	14.9047	55.409	2.5389	6.3334	15.2621	49.5072	8.6964	25.4507	4.1014	8.7489	9.0087	27.236
NODE_397_length_6559_cov_19.058118	6559	6.4215	39.8288	140.2243	0.5027	2.1027	8.5516	29.8694	0.6121	2.6697	6.914	44.5642	4.7335	21.301	3.9502	17.1481	0.2716	2.1448	1.7429	5.8974	0.7638	5.3044	2.0287	43.2897	7.1579	43.555
NODE_398_length_6556_cov_4.848177	6556	1.598	9.3117	17.9298	0.4508	1.5207	0.4557	4.7727	0.7537	3.4744	0.3495	1.666	1.1964	5.5293	0.8826	5.343	0.4781	4.5971	0.9577	4.8096	0.79	5.7999	2.1233	29.063	1.4262	22.7089
NODE_399_length_6542_cov_14.708802	6542	4.4639	32.5953	156.169	0.395	0.9801	7.9833	22.2011	0.8149	3.4943	1.8121	6.3369	2.0508	6.9351	1.6114	7.4287	0.2922	2.711	1.3897	5.6786	0.8407	5.4839	1.5824	17.4459	2.1984	13.218
NODE_400_length_6529_cov_5.776491	6529	12.9008	12.5976	24.6924	1.8037	38.9543	35.2488	141.3804	0.3308	1.3073	7.2083	39.583	30.0662	148.3569	18.19	41.2769	17.7765	54.0798	26.768	69.8994	4.0558	14.8514	0.2065	0.5474	0.5578	2.7814
NODE_401_length_6524_cov_11.057041	6524	4.6742	31.6561	224.7501	0.6592	2.5485	5.5036	16.8331	1.5108	9.8103	0.7777	10.4943	2.2614	9.1437	2.602	8.7418	0.5842	8.9958	1.7557	9.107	1.7495	10.715	3.1872	50.9151	3.843	18.059
NODE_402_length_6522_cov_16.972940	6522	5.562	34.0261	165.6098	0.4975	1.6548	5.9956	56.1846	0.8686	5.0286	6.3327	96.4883	4.1172	11.5155	3.4421	14.5929	0.5869	16.1455	2.5337	12.7035	1.0375	15.9152	1.5857	26.6568	5.7203	38.5361
NODE_403_length_6521_cov_20.403650	6521	6.1439	43.2767	409.2824	0.3996	1.2538	4.0105	16.7253	0.8421	4.7057	6.3842	48.8862	3.1822	8.1067	2.6887	7.5004	0.529	5.7352	2.1094	7.7951	1.0527	8.2283	2.4172	27.3835	6.8347	49.4984
NODE_404_length_6516_cov_5.559820	6516	13.6324	12.0107	13.4632	1.4936	19.2844	36.3495	111.9572	0.4656	1.6016	6.8073	33.0078	36.9997	149.2141	16.7631	35.9492	18.8417	63.4295	28.3363	82.9877	4.7741	19.3881	0.1844	0.3694	0.563	3.7939
NODE_405_length_6498_cov_17.130219	6498	5.2853	39.2172	312.0034	0.4688	1.5026	4.5939	32.159	0.7445	3.4349	2.8036	18.3306	3.0164	17.6166	2.3609	8.5486	0.3872	3.0383	1.3837	6.9301	0.9942	8.8301	2.5657	105.2998	4.8878	26.4245
NODE_406_length_6489_cov_5.762201	6489	9.6391	13.198	22.723	3.023	5.83	8.0628	51.654	4.7626	10.8996	17.7069	137.9305	18.1773	70.0989	14.3267	45.2071	1.3483	3.6931	15.1672	41.3952	7.8038	23.3474	2.2223	5.7646	9.8706	34.1016
NODE_407_length_6424_cov_16.306014	6424	5.3226	34.5438	224.6358	0.8602	3.4514	5.032	18.8985	0.85	3.4497	4.989	13.7294	4.4995	16.2188	2.985	11.1931	0.295	2.8725	2.2289	10.2852	0.8126	5.4914	1.9519	31.9674	4.8236	17.9129
NODE_408_length_6424_cov_4.080075	6424	11.8102	8.6213	9.0805	1.5359	5.7412	17.9833	45.2143	0.1654	0.5038	12.9817	36.7934	4.9892	8.6528	0.1267	0.4805	72.707	163.0129	9.4796	16.5927	12.6353	29.0211	0.2485	2.4106	0.2485	2.3784
NODE_409_length_6399_cov_44.565731	6399	9.3133	75.1475	230.5176	0.2517	1.2146	12.3141	551.2523	0.4993	3.1518	8.3924	339.7145	0.489	2.8911	1.0042	6.5736	5.7092	202.9598	0.567	5.7161	0.7987	5.5196	1.5182	23.8429	5.068	170.4488
NODE_410_length_6399_cov_6.030895	6399	10.4375	16.2589	51.6391	4.0816	18.1223	8.1575	73.9947	5.8694	24.1408	18.6351	97.1457	15.6054	55.6301	15.522	65.15	2.2306	7.0142	17.5369	69.8412	8.3181	26.7819	4.1613	23.434	8.8728	29.0982
NODE_411_length_6389_cov_16.853173	6389	4.8798	33.8982	149.3736	0.4826	3.4495	8.5071	16.8983	0.6144	3.3094	3.1981	20.491	1.9654	4.8337	2.0465	8.0998	0.1734	1.0568	1.7992	5.1342	0.7516	7.5821	1.587	28.4127	3.5337	21.9905
NODE_412_length_6389_cov_9.302652	6389	3.6258	24.9849	103.0732	0.5605	1.9973	4.3723	8.1055	1.284	8.2124	0.4762	3.2113	2.4522	10.8034	1.6975	8.1879	0.5176	10.1545	1.3384	6.901	1.3017	7.236	3.0758	49.4218	1.448	8.2198
NODE_413_length_6385_cov_4.964613	6385	10.6589	10.2425	16.7387	0.6812	2.3969	32.8576	141.049	0.2245	0.6371	2.5046	21.841	25.4135	93.2859	15.0691	34.3839	17.141	68.928	21.6686	57.1007	1.5705	5.6711	0.2358	2.3281	0.298	1.8942
NODE_414_length_6359_cov_7.186865	6359	14.5513	17.7763	33.944	6.1113	13.8125	16.3727	42.8543	7.4756	22.5223	25.7864	54.2266	22.8914	59.9538	22.4655	43.3887	3.3055	11.9232	21.7309	32.0894	12.9784	21.1854	5.4155	13.5006	12.306	31.4862
NODE_415_length_6357_cov_22.786734	6357	4.1381	33.2832	449.9268	0.4331	1.5856	7.4073	21.7026	0.5774	2.5312	0.8489	15.855	0.733	3.2389	0.9327	5.3745	0.4558	5.0273	1.3362	7.491	0.9214	5.0296	1.8221	24.2887	0.9056	3.7784
NODE_416_length_6341_cov_4.194241	6341	9.7674	11.1659	51.5461	7.0191	1427.358	16.2518	161.2867	1.5057	33.0843	7.4605	44.4091	13.649	509.8236	10.593	101.2346	20.1378	359.23	15.9712	324.3604	6.1329	74.7473	2.9927	10.7975	4.3285	21.7618
NODE_417_length_6321_cov_16.446218	6321	4.4786	32.162	146.0807	0.4353	1.9525	7.32	24.6624	0.6168	2.556	2.3815	24.4567	2.3615	13.9638	1.568	7.7073	0.2627	2.0307	2.3636	12.472	0.7667	7.1147	1.3636	20.0687	2.142	9.7089
NODE_418_length_6311_cov_6.866688	6311	8.5962	16.0724	49.6529	2.3134	6.6623	5.4264	32.0092	4.1922	11.5634	18.2803	216.1943	13.2738	97.4541	11.2095	47.4293	1.6312	10.99	12.3022	40.6866	7.1993	27.0817	2.9495	7.0538	8.3043	63.9137
NODE_419_length_6308_cov_15.589477	6308	5.5487	34.7876	209.431	0.5771	5.0935	6.2053	23.4427	1.1551	9.8199	3.0146	10.0764	4.1335	13.8912	3.1952	12.2253	0.6908	6.2279	3.5563	13.4406	1.0805	7.4462	2.4505	44.7897	5.7382	34.3196
NODE_420_length_6308_cov_8.521989	6308	13.1453	19.032	54.8794	5.1619	11.4714	14.4339	62.2093	8.1385	21.6068	21.7913	141.9342	18.8202	84.8257	21.6617	83.7649	1.9909	3.2937	21.7882	52.5503	9.3688	19.0563	4.6632	10.4128	10.8928	41.0104
NODE_421_length_6304_cov_15.263082	6304	4.6837	31.6172	125.6298	0.2667	0.6975	4.4275	23.2957	0.7069	4.1335	2.6212	20.6667	3.2395	15.7115	3.5361	15.9614	0.5122	4.0194	2.3461	12.1474	0.9595	8.0395	2.0253	64.4011	3.9464	24.9108
NODE_422_length_6282_cov_5.182592	6282	11.1542	12.4429	24.4533	2.9186	131.5355	30.1901	235.7528	0.7086	7.7916	4.4512	26.8133	22.8558	98.7778	14.3911	37.5946	17.2004	64.694	25.2957	128.1806	2.5494	14.9672	0.2583	0.5664	0.5879	3.9647
NODE_423_length_6278_cov_16.686004	6278	5.712	38.1953	273.8905	0.6283	3.4476	3.6594	14.1646	0.9858	4.7935	3.1955	25.5508	4.6224	17.5375	4.0462	20.3904	0.7513	10.6135	3.4346	22.7814	1.2923	9.178	2.1882	29.0126	5.5449	38.2281
